0,1,2,3,4
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.01039731597147885,9.508393497980897,0.3759320607255921,0.07094666265783402,2.2043724895489367e-05
0.016022298982897268,17.23806222949657,0.6894988878778785,0.05782159635240833,1.2669729926757417e-05
0.01978063377610065,24.800621936238183,0.7493945576257262,0.22023540733316585,5.9957302549928296e-05
0.48653234580885624,35.99412659785312,1.204798839205519,1.4801097983923666,5.980973867441091e-05
0.4865357824677414,44.212115325590084,0.24447144591334555,2.815600085268566,8.384592492092699e-05
0.2553433046668716,56.73366298674495,0.0954886179091631,5.644649357904037,0.10304725359896276
0.2124993198392543,72.40298530620504,0.038525327281481156,6.00314043483585,0.9298116581415827
0.3101915463198658,91.7686954733106,1.085438197941833,10.774390771502443,3.5080978510114407
0.32444194166664425,107.14427930695143,0.3169672820500837,15.497662765062078,7.427386460332648
0.5226819037977654,124.87967600620401,0.636074277714799,24.90768682674062,7.390853313600456
1.646473563430829,144.1156288284664,0.7624796531773345,35.446962862088654,8.308033177083221
2.780371815491816,166.9796695011643,0.7978467456645856,47.81681637119012,8.70853209311069
3.199283085598344,192.19697626757704,0.2332353347473891,47.90635728816282,8.868309416919717
3.28196376895729,223.18343647624928,0.7760301780755675,61.84577904280141,9.172361863634901
3.308462035483807,247.21857334603288,1.1792370387363962,62.06983064669415,13.43999186390483
3.296150011199006,83.08995310900552,3.988667520003502,75.88203798582961,15.591740193730768
3.289595469721081,66.3322911615069,2.5897774317200475,92.86039185545054,16.994531467491836
5.3937686487170255,147.3653508614038,5.494094148612063,97.78077497092605,21.659898606079015
