0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03022936523179825,0.000955717162897565,0.25116086444462493,0.28279794324562624,0.17636303153674093,0.034361779929750216,4.754948750456967e-05,0.6123515495977471,0.8758997393821589,0.7576091588386062
0.12787302319961064,0.040960482189134194,0.15304760005970866,0.40093274030423015,0.06588363663750521,0.17903567782837054,0.11558377877491265,0.4640278822634285,1.170871473699084,0.7255271572785627
0.06020467190751727,0.37449008342480267,0.17122124582973525,0.8190895055938365,0.14660379372130447,0.09490237862302944,0.16155585447676002,0.268132100156972,1.0985103217017183,0.9392875711110693
0.04798141538706459,0.32720677685447425,0.10149570708950899,1.0689897653991227,0.15871804268966103,0.09004415194500182,0.1224690675630242,0.07727638002637445,1.0546483004569942,0.4687626507804069
0.16632891129130553,0.3698278816156168,0.13769986545663354,0.8875374196730881,0.23768605902989598,0.09555894871514278,0.22380854858957017,0.02026385379248717,0.7916155756345796,0.6706738957976289
0.10224201304856423,0.32489278423673723,0.1957157811947555,0.7276531034393469,0.26855977972592415,0.08157914940561693,0.2647622683723993,0.047094996442077534,0.7018207603789356,0.39217227380666814
