0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2538554261323233,0.0,0.19602892421251605,0.0,0.0,0.0,0.0,0.7303326027645696
0.0,0.01933582550419389,0.0,0.0,0.0,0.24520066776267285,0.0,1.0207248130179898,1.2386276007334787,1.749532448451854
1.15398180198202,0.22231880670807624,0.1734052263225311,0.22600909515491596,0.5342606592591979,0.027655706196707923,0.06742630883134,0.4655625345638978,1.179174793359916,1.429012041380876
0.3380028576992451,0.4096696852306714,0.24465274838117218,1.0543576867264015,0.0006181542900424181,0.13927275538240355,0.04946407896171307,0.1792208539803144,0.7153840991918999,0.4694499389661852
0.36982227839800513,0.34367688730475526,0.11915127879189866,2.0273538332600016,0.0,0.8188225351566044,0.2688165131521528,0.29968270609809616,0.8395534441647069,0.7015474979262197
1.029691026221486,0.4210047492507286,0.2786389558976363,0.7527815268548119,0.24777947425113045,1.2213340631980205,0.3257383546505675,0.07622157380688124,0.9522689718833145,0.7713610970275566
0.9067001166154368,0.6278383907879902,0.0005724734849149337,0.18063764407921948,0.5058375714978983,0.9477989464907074,0.38344756284398784,0.22887928444558078,0.9046439775961209,0.4187121794228846
