0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026943066435592126,0.0,0.2546569048042458,0.2885444753896709,0.1376522074688304,0.06278633912683185,0.0,0.5502230930870292,0.9164005410270447,0.7247390138939334
0.1225417522652724,0.04222807508155325,0.16509452322188953,0.4020440736148092,0.0357004390389248,0.24703817778710038,0.16962685818882528,0.43987543089673276,1.2016309890668448,0.698974581450293
0.06209681049037062,0.3634648628565271,0.17390659212257356,0.8180224206082494,0.0995862877806591,0.15331249379903114,0.20888938921068087,0.24763769441987124,1.1485295236453215,0.8733610544725002
0.05684265207900146,0.32416469398055203,0.10978846654000228,1.0846830391196063,0.11072351814198468,0.14797253209619338,0.17127822404431933,0.04266435610033804,1.117929784473335,0.4527421725622566
0.162464482892798,0.36882716854999775,0.13606297112002774,0.912688072079171,0.17615367225872303,0.08276479642454024,0.2815159806177778,0.0,0.8768109586982974,0.6435756550737531
0.10700993247669247,0.3304621236104298,0.4542297843440296,0.7586759886985777,0.20238938088659275,0.0933966900954711,0.32597502701227166,0.02263279818718915,0.8006077599581778,0.40327865061566104
0.10000461361870915,0.4603208599428538,0.4072116535748778,0.33856796417842905,0.4229435121760613,0.1423516277155337,0.3950838773879987,0.032300107644153524,0.8580209064323296,0.4756194606390885
