0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01601067908734223,0.04124032380596236,0.014871573018574976,0.00683736364563948,0.0064068844851477725,0.016694393332894176,0.0011156027846854282,0.006990414245488016,0.0008789950503404721
0.018876520814183183,0.027823127998782494,0.023194354631331966,0.004647850828542558,0.00469853117910049,0.0124459268379848,0.002075318046574188,0.027232299795765292,0.0026045356567879854
0.017640996964394858,0.033203281847496054,0.026481547633164768,0.0039752393493278455,0.005870722481029409,0.01505972552518215,0.0034418566853114613,0.015569271194099036,0.0033211501133713333
0.0178898588588676,0.025939695266730678,0.029880671149373178,0.005189950090649406,0.013352614037134688,0.01616596485961151,0.0026066439327416266,0.012529798366902593,0.003546137354049202
0.03887643547887969,0.033131177632587355,0.02738040225928472,0.005169140569556784,0.006446981395833308,0.016667235459324053,0.004184786217065984,0.015515797384778564,0.010540637488983335
0.03743867154818774,0.03793295595298123,0.02972522321073121,0.004975409859363958,0.008921870852652905,0.016334145753612722,0.03138715993454348,0.012833022513570587,0.042802491033796256
0.0264994731949439,0.04118550224598274,0.03080053240489036,0.0046263298519569505,0.011089517495217426,0.016637775090977306,0.02110571643114761,0.014304364112973481,0.028006305443404947
0.01986476739152101,0.04358954259475078,0.03173710789102719,0.004207058860156996,0.011113483122239854,0.017453058178043285,0.03011623043040802,0.012024500725586874,0.023397248298610063
0.024425696253499565,0.042171913832123605,0.03250560472600683,0.004671778814566723,0.017102427195121665,0.018048710823314357,0.024332138063478066,0.01696864420218777,0.03111659278822807
0.01935348538072298,0.04339023031023099,0.03226796779599597,0.006353029937546583,0.010734275640830203,0.01640399378005428,0.024177991485052574,0.02017614103247393,0.02985212119007447
0.026347924355174992,0.042896658015458125,0.03308972783163591,0.00456452808916555,0.010445563891745781,0.015802524731159014,0.02353918147319896,0.022482460455158945,0.02722534648534066
0.01592672951539389,0.04423686861594518,0.032310623175385016,0.00581585532179827,0.008902153038488174,0.015474644564647543,0.022946784046397453,0.02415878442257466,0.02452709565747336
